,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,Sentiment
1196,US,15280497,R30BXIN4996PEK,B00CY31848,662875850,"Bosch SHP65TL5UC 500 Series 24"" Dishwasher with Flush Handle 16 Place Settings 44 dBA Sound RackMatic Delay Start Express Cycle Leak Protection InfoLight and Energy Star Rating in Stainless",Major Appliances,1,1,4,N,N,"Don't buy, it doesn't dry well, leaves spots ...","Don't buy, it doesn't dry well, leaves spots even with rinse aid, leaves suds on dishes. Getting a new dishwasher after less than one year",8/21/15,NEGATIVE
1197,US,25065639,R2DF5343M8LFR7,B0052FXC9Y,102972272,Danby DDW611WLED Countertop Dishwasher - White,Major Appliances,4,1,1,N,Y,Four Stars,Great for my kid in college living off campus. holds 6 settings.,8/21/15,POSITIVE
1198,US,20603616,R3CQ6IIQSUKOIN,B00XYVEFHG,236335295,Electric Mini Portable Compact Washing Machine Wash Cycle 5.5LBS Capacity RV Apartment Home Dorm,Major Appliances,1,0,0,N,Y,One Star,Not worth the plastic its made with.,8/21/15,NEGATIVE
1199,US,43142717,R1NXN5ZI0P91LV,B000N4NO4C,624858020,EdgeStar Portable Stainless Steel Ice Maker,Major Appliances,5,0,0,N,Y,Five Stars,I LOVE THIS ICE MAKER. MY DAUGHTER HAS REQUESTED ONE FOR HER BIRTHDAY GIFT!,8/21/15,POSITIVE
1200,US,11745049,R3C6VDBA847WN7,B009Z27DS6,331451176,Metalfrio - MSC-66C - Curved Glass Chest Freezer 15.3 Cu Ft,Major Appliances,5,0,1,N,Y,Five Stars,Works great and easy to set up,8/21/15,POSITIVE
1201,US,52833781,R2Q5P2XNBXDSRX,B00MMRFNNS,15863983,"Midea WHS-65LSS1 Compact Single Reversible Door Refrigerator and Freezer, 1.6 Cubic Feet, Stainless Steel",Major Appliances,5,0,0,N,Y,Great Fridge,Great little fridge for nursing home resident.  Reversible door a must so it will fit anywhere,8/21/15,POSITIVE
1202,US,48290862,R20MDAWDOTPRC7,B00KJ07SEM,313983847,GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,Major Appliances,4,0,0,N,Y,I liked it but the taste of water is not the ...,I liked it but the taste of water is not the same as with GE filter. Easy to Install.<br /><br />Good Price........,8/21/15,POSITIVE
1203,US,113520,R3UN2IRLJTEMG0,B00CDWTQKI,855136348,"The Laundry Alternative Nina Soft Spin Dryer, Ventless Portable Electric Dryer. 3 Year Warranty, 127V, 60 Hz",Major Appliances,5,0,0,N,Y,I love this thing,"I love this thing. Once you get used to how it works and how it should be loaded, it's easy and saves a lot on gas/electric. I use it for everyday laundry, not for big stuff like blankets--it won't entirely replace your dryer.",8/21/15,POSITIVE
1204,US,539155,R3GRTLXLLAD8KX,B00IFHPNZ2,214081842,3.6 cu. ft. High Efficiency Top Load Washer,Major Appliances,5,1,7,N,N,Five Stars,"Super beautiful appearance, enjoy!Haier's products has been good!",8/21/15,POSITIVE
1205,US,14578920,R3S9VDRAQ7IH0V,B000JLNBW4,582305048,Koolatron Coke Personal Mini Fridge,Major Appliances,5,0,0,N,Y,Great Little Fridge!,Perfect for my office desk top! Works great and always have a cold one within reach!,8/21/15,POSITIVE
1206,US,21071048,R38RXTQWFZKXFW,B005NK21MM,929456634,EdgeStar 6 Place Setting Countertop Portable Dishwasher,Major Appliances,5,0,0,N,Y,Good countertop dishwaser,Very nice countertop dishwasher. Hooks up easily and washes the dishes wonderfully.... extremely clean!!,8/21/15,POSITIVE
1207,US,22779374,R11SMSTMVP6XDA,B00M07FOUC,272998898,PS1570070 - NEW CLOTHES DRYER COMPLETE DRUM SUPPORT ROLLER KIT ASSEMBLY WITH WASHERS AND SHAFT FOR MAYTAG WHIRLPOOL AND MORE,Major Appliances,5,0,0,N,Y,Excellent,Excellent,8/21/15,POSITIVE
1208,US,40676523,RCKUVCM5SZN7I,B00NNZ2SBS,565388947,Smart Health Digital Programmable LCD Air Fryer with Rapid Air Technology Oil Free,Major Appliances,5,1,1,N,Y,It is pretty large and I have to shelve it when not ...,Still working with it to get down the time lengths and the food setting. I didn't buy a cook book but I think I will invest in one for this particular machine. It is pretty large and I have to shelve it when not using it. It is too big to keep on the counter. I would recommend this to anyone.,8/21/15,POSITIVE
1209,US,48448376,R1XAMWFEUCTXOZ,B00OYBRCUW,800010470,Vinyl Quilted Washing Machine Dryer Cover Zippered Zipper Top Dust Colors New !,Major Appliances,1,0,0,N,Y,The description says two but I only got one. ...,The description says two but I only got one.  I even reported it to the supplier who didn't even respond.  Don't buy! Not worth it!,8/21/15,NEGATIVE
1210,US,11116143,R2UTS49V3Y8VX4,B00LMVFL6E,89293680,"Samsung NX58H9500WS Slide-In Stainless Steel Gas Range with 5 Sealed Burners, 30-Inch",Major Appliances,5,0,0,N,Y,Five Stars,"Easy to clean, simple input interface, and looks nice.",8/21/15,POSITIVE
1211,US,52219450,R323AQGTA2SILF,B00BN8NTW4,294517513,"Wine Enthusiast 268 68 20 01 20-Bottle Evolution Series Wine Cooler, Stainless Trim",Major Appliances,2,5,5,N,Y,Expected Higher Quality from Wine Enthusiast,"I think it is noisy.......and when the unit cools down, the sides get very warm.  Customer service is very nice......when I measured the temp on the sides of my 1st unit at 88 degrees, they felt something was wrong.  The replacement unit came this week, I plugged it in hoping for the best.  But the 2nd one is noisy, and the sides also warm up.  This might be nice in the dead of winter, but California is warm now, and A/C is going.<br />Guess it is good to know that the first unit is not a lemon, but one of a bunch.  I like the single unit compartment, I have the temp set for 60; the temp rises to 62 or 63, then the motor kicks in to cool.....that is when the sides heat up and the noise starts.  Wine is kept better than in my closet,<br />however thought this would be GREAT from the previous reviews.  Did no one notice the heat and noise???  I get about 3 emails a day trying to sell me wine as a byproduct of this purchase.",8/21/15,POSITIVE
1212,US,36825474,R2U6M472RV1UI5,B001AT2ALM,364403440,Koldfront Ultra Compact Portable Ice Maker - White,Major Appliances,4,1,1,N,Y,it's fine. And it's quiet - less noise than an ...,"A bit slower than I expected.  After 10 minutes you get six cubes.  But if you plan ahead a little bit, it's fine.  And it's quiet - less noise than an average diswasher.  At less than the price of a service call for my fridge ice-maker, I'm happy.",8/21/15,POSITIVE
1213,US,48114567,RPNUNJJZLD11P,B00GXH8QDW,114997886,LG H/E Ultra Large Capacity H/E Top Load Laundry Pair with WaveForce Technology WT5070CW DLEX5170W (ELECTRIC Dryer),Major Appliances,1,26,27,N,N,It is too soon to have trouble like this.,"I purchased this washer in December 2012.  It has already started to rust significantly around the bleach reservoir.  Even though it is still under warranty, LG says the rust is not covered.  It is too soon to have trouble like this.",8/21/15,NEGATIVE
1214,US,23110522,R11LRBT8HTYIGE,B00FFT4LDI,334795198,"Part # 279838 or 398064 or 3403585 Genuine Factory Oem Original Clothes Dryer Heater Heating Element for Whirlpool, Maytag, Kenmore, Roper, Estate, Sears and Admiral.",Major Appliances,5,0,0,N,Y,Perfect fit for the Whirlpool dryer LER5634LQ0,Fit exactly and produced great heat in the Whirlpool dryer LER5634LQ0.,8/21/15,POSITIVE
1215,US,46398870,R2OY6GALNQULT2,B00G1BKQZG,521209699,"Part # 279769 - Thermal Cut-off Kit Includes L350 Fuse and L250 Thermostat. It Can Be Used on Some Models of Whirlpool Dryers Including: Kenmore, Kitchenaid, Roper and Other Brands.",Major Appliances,5,0,1,N,Y,Five Stars,Fixed our dryer fine.,8/21/15,POSITIVE
1216,US,34609805,RI3D9MRZDF8QO,B00O2N3JDG,960251524,Danby products,Major Appliances,5,0,0,N,Y,A great value for your boat,This fridge is a great deal and fits in my boat perfectly. It's very quiet.  Most of the marine refridgerators of this size are at least $600.,8/21/15,POSITIVE
1217,US,42540714,R2H9MWMCNOL3AI,B00F660POO,602789373,"GE GDF540HMFES 24"" Slate Full Console Dishwasher - Energy Star",Major Appliances,5,0,0,N,N,LOVE THIS DISHWASHER!,We couldn't be more pleased with this dishwasher! Dishes are CLEAN! The unit is whisper quiet! Love the features.,8/21/15,POSITIVE
1218,US,31369332,R3NCXDFY9S9UGK,B00H3ZH7CO,457548120,"Zappbo¬Æ - MORE FOR LESS 4 X 2.5"" Huge Perfect Ice Balls Value for Money Best Silicone Ice Sphere Maker and Ice Ball Mold for Cocktail,Bourbon,Scotch,Punch,Block,Bottle,Bullets,Candle,Diamond,Bowl,Fred,Guitar,Gun,Luge,Plane,Plastic,Rectangle,Ring,Shot,Skull,Square,Trek,Wars,Swan,Titanic,Cooler,Woman,Stones,Rocks,Chiller,Sculpture,Stick,Coaster,Stainless,Steel,Soapstone,Beer,Muddler",Major Appliances,4,0,0,N,Y,Good product,Does a great jod One u get the rite amount of water and wait in top of it to hold it together while it freezes. .rubber bands work great,8/21/15,POSITIVE
1219,US,36782812,RURQE42UNVM01,B00KJ07SEM,313983847,GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,Major Appliances,5,1,1,N,Y,Great inexpensive alternative,"Standard charcoal filter for GE fridge. Works great, saves money. I'm all about saving money, and replacing the old filter made the water flow much faster, so it was probably past due!",8/21/15,POSITIVE
1220,US,39240728,R22SH4PBQTZB54,B00E5I9UG8,335237039,Oster Microwave Glass Turntable Plate / Tray 9 5/8,Major Appliances,5,0,0,N,Y,great replacement,Exactly as pictured great friendly service...high quality replacement!!,8/21/15,POSITIVE
1221,US,10696534,R1O7UR8Q1B7IBY,B000LDDEJK,30875138,Aqua Pure AP117 Cuno Replacement Cartridge For Drinking Water system filters. Sold in Pairs.,Major Appliances,5,0,0,N,Y,Five Stars,price was great and shipping was great,8/21/15,POSITIVE
1222,US,2025887,RTY9KSDBPC1XD,B00O2MB7BS,960251524,Danby products,Major Appliances,5,0,0,N,Y,Five Stars,"I'm very happy with it, it works flawlessly",8/21/15,POSITIVE
1223,US,498070,R28UYKNFS4O36T,B00DQCK0EU,364350586,"OEM Factory Original FSP Whirlpool Dryer Kit Part # 4392065, with Belt 341241, Idler 691366, Rollers 349241t",Major Appliances,5,0,0,N,Y,Was easy to install just took a little time,"Was easy to install just took a little time, all parts fit perfectly  Saved me tons of money and fixed my dryer.  Fast shipping too!",8/21/15,POSITIVE
1224,US,11787020,RXCT6P90UCX4U,B00IIXQUUA,703015547,Refrigerator Door Lock Kit - NO PADLOCK,Major Appliances,3,6,7,N,Y,I would have given 5 stars if the lock actually ...,I would have given 5 stars if the lock actually stayed on.  I followed the directions and 2 weeks later the lock fell off.,8/21/15,NEGATIVE
1225,US,48717884,R6T54GSKUN3FA,B00HT39MKU,944195396,"2 Pack Tier1 UKF7003 Maytag, EDR7D1, UKF7003AXX, UKF7002AXX, UKF7002, UKF7001, UKF7001AXX, UKF6001, UKF5001, UKF6001AXX, UKF5001AXX Replacement Refrigerator Water Filter",Major Appliances,5,0,0,N,Y,Much better than the stock model,"There is a noticeable difference in tooth taste and clarity after installation. This works wonders, and is several leaps ahead from the Brita that sits in the counter.",8/21/15,POSITIVE
1226,US,47979056,R1FDXXU9063E4M,B002CIZ1CU,962949122,Whirlpool Part Number W10187840: HNDLE-DOOR,Major Appliances,5,0,0,N,Y,Lasted better than the original,"My original plastic handle broke after 8-9 months and had to find a replacement.  Luckily I was able to find this online, but pricey for just a handle.  Nevertheless, it has held up for almost two years now.",8/21/15,MIXED
1227,US,14632268,R3PF6ETZ1XH108,B00NQ8KSSM,484586634,"OnePurify Water Filter Replacement Cartridge for LG, Kenmore, Swift Green, Water Sentinel, Supco, Amana, Maytag",Major Appliances,5,0,0,N,Y,Great Product,This filter replacement wrong great in my Kenmore refrigerator... and cost a lot less than ordering from Sears.,8/21/15,POSITIVE
1228,US,27464589,R2GY39PQVWV25L,B00AF68O48,103224437,Range kleen Kleen Seam Silicone,Major Appliances,5,0,0,N,Y,Great product. Durable,"Great product. Durable, easy cleanup, looks beautiful. Keeps the gaps between the store and kitchen cabinets free of cooking splatters. Minimizes insect issues.",8/21/15,POSITIVE
1229,US,42634338,R1TFPY6S7P2VTC,B00KA4CIW4,863000830,"Samsung DW80H9970US Chef Collection 24"" Stainless Steel Fully Integrated Dishwasher - Energy Star",Major Appliances,2,11,11,N,N,Thinking of buying this appliance?  Maybe not a good idea - but Samsung customer service rates pretty high,"Absolute WORSE appliance I have EVER purchased, bar none!!!  Purchased new in October, 2014 - now, in August, 2015, I'm hoping against all hope to get rid of this turd once and for all.  Read on.<br />Do not under any circumstance even remotely consider purchasing this Samsung dishwasher.  If anyone suggests purchasing this appliance run, don't walk to the nearest fire exit.<br />Door leaks ad nauseum; 4 or 5 calls to date to Samsung &#34;warranty service&#34; for repairs, none of which have been effective in curing the problem.  About four minutes after start of a cycle we're greeted with the LE code (uhhh, that would be a leak - Doh) and we're then confronted with water leaking onto our new hardwood floor.  I don't think we've experienced more than 3 complete wash cycles since install without the leak[s].<br />Because of the repair history Samsung, two weeks ago agreed to purchase the dishwasher *back* from us.  The last correspondence from Samsung told me to not dispose of the dishwasher until final approval of . . . ???  What the bleep does *that mean?  I can't remove the turd even to replace it with a unit that does function?!  All follow up calls to Samsung &#34;executive level warranty service&#34; [Terrence: 201.727.5667] are not returned.<br />I'm thinking of bringing this burning bag of dog crap to the attention of our local media consumer advocacy folks - I'm fairly certain they'll have a field day with it!!<br />Here's an update - September 1, 2015:  I upgraded my review to 2 Stars based on Samsung's decision to refund the cost of the dishwasher.  Their [wise] decision was based on the number of unresolved repair issues associated with the leaks. They even offered to pay for any substantiated damage to our hardwood floor caused by the leaks.  If I could give their warranty/customer support center 5 Stars I would ... but I won't since their outstanding effort would not and could not correct a deficient product. But, thank you Samsung for doing the right thing.",8/21/15,NEGATIVE
1230,US,2997242,RK9DSWYZVARZ1,B0017Y3GGI,425600013,"NewAir AI-100R 28-Pound Portable Icemaker, Red",Major Appliances,3,0,0,N,Y,Five Stars,"Works like a Champ!,  BUT!!! Something went wrong.  At first I thought it was the water pump.  No big deal, after 2 requests to customer service and then a 3rd follow up, &#34;Where is the Pump&#34; they sent one out.  It was very easy to replace, but did not fix the problem.  So now I have sent 3 requests to ask what's my next option.  NO RESPONSE nothing,    Ill buy another model, just not this one.  It really did work well, but the Customer Service doesn't.",8/21/15,MIXED
1231,US,19603551,R39VRWWZWAHBPH,B010CE497I,607780698,Haier HC27SW20RV 2.7 cu ft Refrigerator - Virtual Steel,Major Appliances,1,15,21,N,Y,One Star,Very disappointed! sad for my girl who moved in dorm many miles away and fridge stopped working 2nd day.,8/21/15,NEGATIVE
1232,US,15661281,R1L9NHJ2Y3AYUH,B0050KJZYW,493968689,Whirlpool Part Number 628366: Module Assembly (Includes Items 29 - 7 & 38),Major Appliances,5,0,0,N,Y,Did the job at a good price!,This part worked great and fixed my issue with my ice machine not wanting to fill up and make ice anymore!,8/21/15,POSITIVE
1233,US,51274664,R1OTFCJ97T5U8F,B001U9O4N4,235097356,"KAZE APPLIANCE VC-K202SS30 Ultra Slim Profile Stainless Steel Kitchen Range Hood, 30-Inch",Major Appliances,3,0,1,N,Y,Three Stars,Noisy. And had to have contractor install it because the vents didn't align w/ old hood.,8/21/15,NEGATIVE
1234,US,2265850,R3JUAATWNXLAOW,B00UZRV9MG,18863528,Portable Compact Washer and Spin Dry Cycle with Built in Pump (33L Washer & 16L Spin Dryer),Major Appliances,2,1,4,N,Y,It's semi-automatic,"It's a semi-automatic washing machine, which requires a person to do something every several minutes. The Connector don't fit with the water system in my apartment.",8/21/15,NEGATIVE
1235,US,41422819,R1PXF2S5G5WDQT,B00AF68O48,103224437,Range kleen Kleen Seam Silicone,Major Appliances,2,0,0,N,Y,it was not a shiny look like I wanted,"I returned it, but not because it didn't work. because the black was not clean enough looking. it was not a shiny look like I wanted.",8/21/15,NEGATIVE
1236,US,11754176,R392KSETHNR9TN,B00SU6RBHG,97673117,EasyGoDishwasherTM - Manual Portable Dishwasher - Easy to clean all size dishes and silverware. This dish scrubber,Major Appliances,1,3,3,N,Y,Junk!,This is a true piece of junk. Not worth $4 let alone $40. Don't waste your money.,8/21/15,NEGATIVE
1237,US,12119370,RLF34QU0SEFIC,B00DYJNNWQ,779409171,"Luma Comfort IM200SS Portable Clear Ice Maker, 28-Pound",Major Appliances,4,0,0,N,Y,Not too noisy and works great.,"Cubes are clear, but often hollow and sometimes ice jams it up, but I really like it a lot.",8/21/15,MIXED
1238,US,46717739,R1J6WJ951O49LW,B00FFT4LDI,334795198,"Part # 279838 or 398064 or 3403585 Genuine Factory Oem Original Clothes Dryer Heater Heating Element for Whirlpool, Maytag, Kenmore, Roper, Estate, Sears and Admiral.",Major Appliances,5,0,0,N,Y,"After installing, dryer works like new again.  better option than buying a new dryer.",Restored my dryer back to like new operation at one tenth the price of a new dryer.  easy to install.,8/21/15,POSITIVE
1239,US,1195278,R2ISVN5Q3CQ5H9,B00AB51CUG,994816064,"AKDY 30"" Kitchen Wall Mount Stainless Steel Touch Panel Control Range Hood AZ63175S Stove Vents",Major Appliances,4,4,5,N,Y,Request to ship a missing screw inside package,"It was delivered yesterday and we already installed it on, only concern I have is missing 1 screw out of 4 screws to hold the motor attached to the hood inside the middle part. Because it's missing 1 screw, it can't hold well when the fan is on, the whole range hood is shaking and create some noise. Is there a way you can ship me another screw? please see the attached pictures for missing screw area.  Other than that, the product is good. Thank you.",8/21/15,NEGATIVE
1240,US,14978143,R3BZDKTSAICAI,B00SNKU7VQ,197365398,Whirlpool W10295370A Compatible Water Filter - Refrigerator,Major Appliances,1,2,3,N,Y,NOT RECOMMENED,"Do not order this!!! I ordered it to replace my W10295370A filter for my Whirlpool side by fridge. Installed it. Went to get water from my fridge and all I heard was air bubbles, I then opened my fridge to see if it had been installed properly (which it had been) and my fridge was filled with water. Cleaned the mess  up. Checked the filter again, set a bowl under it this time and reattempted getting water from the fridge ... nope ... filled up the bowl instead of my cup. Will be sending it back and paying a few extra bucks for the PUR filter that I normally buy.",8/21/15,NEGATIVE
1241,US,16308526,R33GEN1AJF9LC6,B00HX3RS3O,276842109,LG PAIR SPECIAL- Turbo Series With Steam Technology WM3470HWA+DLEX3470W,Major Appliances,5,0,1,N,Y,Five Stars,We love our LG washer and dryer,8/21/15,POSITIVE
1242,US,15517563,RFHDEMVPYI4I5,B00EXPCAQ0,15410321,WR57X10032 GE Dual Solenoid Water Valve with Guard WV10051,Major Appliances,5,0,0,N,Y,Five Stars,Saved us a biddle and works great.,8/21/15,POSITIVE
1243,US,14902140,RW5WQ5WMKY7IY,B002UYSHMM,429051224,Haier HLP21N Pulsator 1-Cubic-Foot Portable Washer,Major Appliances,5,0,0,N,Y,perfect for small apartments,"quick, quite, cleans well  and  spins clothes almost dry.",8/21/15,POSITIVE
1244,US,31034367,R1YGDKL0ANAI8W,B012P95E5E,911734459,*Appliance Shield*New Top Rated Surge Protector*Protects Appliances From Damaging&Costly Voltage Spikes/Dips*Works Great For All Large Appliances*Refrigerators/Freezers/Dryers*Best In Class 20 Amp*,Major Appliances,5,1,3,N,N,Save your appliances too!,"I always worry about my electronics, but I didn't ever really think about the appliances being on a surge protector. The standard surge protectors are too small and not strong enough for the things like freezer, the oven or the washer and dryer. I was very excited to find this as just about a month ago we had a power outage and then when the power came back on, I was worried about surges doing damage. The instructions are easy enough to understand on the card it came with, but the sticker on the front of the surge protector is in another language, so I am sticking the little business card sized instructions on the wall next to where I plugged it into. I plugged in the stand alone freezer, and waited and the green light is on. It has other settings to fix if any issues come up, but I feel more secure knowing that at least my freezer is safe if we have more power outages and surges, which happens fairly often here. Now I just need to get one for every appliance and I'll be set!<br /><br />*I RECEIVED THIS ITEM AT A DISCOUNTED PRICE TO TRY IN EXCHANGE FOR AN HONEST AND UNBIASED REVIEW. EVERYTHING IN THIS REVIEW IS 100% MY OWN AND HAS NOT BEEN INFLUENCED IN ANY WAY",8/21/15,POSITIVE
1245,US,43358233,R2F1CCJ05ZLS2N,B0084IXCN2,613990806,Samsung WA400PJHDWR 4.0 cu. ft Large Capacity Top Load Washer,Major Appliances,1,0,0,N,N,Doesn't perform properly,"bought at Lowe's in March of 2013, had delivered beginning of June 2013 (because we were moving).  i have the same issues with this washer not cleaning clothes properly.. or anything for that matter... ive seriously been using my old washer instead of this one for quite some time.  it's been loud and annoying since we got it and only seemed to work okay/well for only a few weeks..  it doesn't drain like it used to and a whole bunch of water ends up staying in the detergent slot.. have to vacuum out the drum after doing towels or anything with even a slight amount of debris..  cuz none of the lint or debris will drain.. and im talking about things you should be able to put in a washer and have it drain.. like pet fur on a blanket, tiny bit of grass clippings from the very bottom of my jeans, etc.  ...also, hot water filling the tub on the delicate cycle ruined a ton of my clothes until I finally realized it was doing that..  I am a nut about laundry and conserving energy.. I unfortunately did not choose this washer.. my husband thought it was a good deal and said \\""we have to get it\\"" on the last day that Lowe's was having 18 months free financing... so it was a spur of the moment purchase cuz I trusted his judgement, well let me tell you, that is the last time he gets to make any large purchase decisions ;)",8/21/15,NEGATIVE
1246,US,50495448,RIRWKPBVY3AIF,B0002YTM0I,539049610,Broan 412402 ADA Capable Non-Ducted Under-Cabinet Range Hood,Major Appliances,3,2,2,N,Y,Good looking and easy to mount but.......,Good looking and easy to mount<br /><br />If you plan to run a power cord to a standard outlet ‚Äì don‚Äôt buy the power cord kit Broan has ‚Äì the cord they give you is way too short and your local hardware store will have what you need to a longer length<br /><br />Also they place the power cord access plates on the top and back the two locations you will be flush with the wall and cabinet they need to reconfigure it to allow for an access plate on the side of the hood<br /><br />Last make sure to buy factory replacement filter<br /><br />You will want to replace them every six months and you want to factory ones not the knock offs<br /><br />Easy way to tell if you have a factory filter it will have a blue material on the back,8/21/15,POSITIVE
1247,US,49703681,R2QLKYT3FWLMQ7,B000JLNBW4,582305048,Koolatron Coke Personal Mini Fridge,Major Appliances,4,0,0,N,Y,Four Stars,Somewhat noisy,8/21/15,NEGATIVE
1248,US,5467406,R1X36WV67MGGLZ,B00MGVOI7C,791897234,Versonel VSL155TDSS LCD Temp Full Keg Kegerator Beer-Meister,Major Appliances,5,0,1,N,Y,My keg,"Only had it a week but seems pretty amazing so far. Setup is really easy as all the washers are already installed except one, the rest are spares which is nice to have. I was having problem with regulator staying consistent but after couple days in fridge it stayed at steady 12 psi for my sample miller lite. With a half barrel keg in it you absolutely cannot see the gauges behind the keg so i just made a make shift box and put the tank on top of it. The digital display is pretty nice and it has temperature control knob inside, think mine is like 30 degrees right now. (Its miller lite) any warmer itd taste like crap. Overall pretty nice and saves u money in long run.",8/21/15,POSITIVE
1249,US,29228448,R2ZQJ66KH0B1EB,B00QMALVFA,995727753,"Wine Enthusiast 272 03 18 05 Silent 18 Bottle Dual Zone Wine Cooler with Upright Bottle Storage, Black",Major Appliances,5,0,1,N,Y,Five Stars,Better made than the one we had previously.....,8/21/15,POSITIVE
1250,US,877297,RU7XNN9EC8V8X,B00N1XAVDY,845333501,NewAir CC-100 250 Count Cigar Cooler,Major Appliances,1,31,36,N,Y,Really bad product for cigars.,"Simply the worst made storage product I've purchased.  First off, the manufacturer is pretty much clueless about cigars and storage.  They probably just made these as a gimmick more than for practical use.  I can't tell what kind of wood the shelves are. Feels and looks like red cedar but there is hardly any aroma to it.<br /><br />This has a major air circulation problem, once you fill the unit up, it will start to malfunction.  This is apparently a big problem with this product. Check cigar forums, it's a known and unaddressed problem.  I unfortunately did not do my research before getting this.  Don't make the same mistake.  The lack of circulation causes the unit to fritz out and have really bad temperature fluctuations. The lowest I've measured is 52 degrees and the highest is 78 degrees (room temp). This is all while the unit is set at 65 degrees. Next the unit cannot and will not maintain humidity, there is major air leakage in and out of the unit causing humidity to mirror room humidity. Beads can't keep up with it.<br /><br />The manufacturer is aware of these issues but their response is basically for you to return it to Amazon. Good thing I figure out these issues within 30 days. Bunk product that will do more harm to your collection than good.",8/21/15,NEGATIVE
1251,US,30373528,R1Q0OJV2F3G7WR,B00G23MKHA,18137719,"Whynter IMC-490SS Portable Ice Maker, 49-Pound, Stainless Steel",Major Appliances,5,4,4,N,Y,Five Stars,"Great machine, love the shape of the cubes and they take a long time to melt!!",8/21/15,POSITIVE
1252,US,51369601,R1GIU4KHK0009U,B004X2X7HO,542236801,Crystal Quest Refrigerator/In-line Fluoride Multi PLUS Water Filter System (Aftermarket),Major Appliances,4,1,1,N,Y,Uses HDPE 1/8-Inch Ice Maker Tubing. The Quick Connect ...,"Uses HDPE 1/8-Inch  Ice Maker Tubing. The Quick Connect fittings can be a little tricky if you never used them before. They work really well if seated properly. Demonstration: https://www.youtube.com/watch?v=FJYmY8v-mM0  This filter system comes with 1 shut off valve, You will want to place this before your filter so as to turn off the water when replacing the filter in the future. Also included are 2x 1.5ft tubing, T-Valve Water Supply connector, and 2x compression nuts.",8/21/15,POSITIVE
1253,US,50126989,RJYMA3E0B4F8K,B00C6ND2Y0,331215751,"MAS365GASXE | Bertazzoni Master 36 Gas Range, 5 Burners, Natural Gas - Stainless Steel",Major Appliances,1,2,2,N,N,I actually like it very much but it's been 6 months of ...,"I have had one problem after another with this range since I bought it.The main problem is that the oven does not properly ignite. There have been 5 services calls to repair this and it just does not stay fixed. I have tried working with the Bertazonni company to resolve this problem and I am getting put off to a pile on the manager's desk as weeks go by without me having a range that properly functions. Now there are additional problems with top burners not working properly. I have asked for a replacement range from the company and that is when I get put off. There is clearly something wrong with the range I got. When it does work, I actually like it very much but it's been 6 months of headaches.",8/21/15,NEGATIVE
1254,US,47298436,R3MT5IXRZI8L1I,B001DHGC6U,457996522,Frigidaire Gas Oven / Stove / Range Safety Valve 3203459,Major Appliances,5,0,0,N,Y,Five Stars,Part worked just fine. Saved some big bucks also.,8/21/15,POSITIVE
1255,US,26316689,RRQR5Q0SIGV34,B00EXPCAQ0,15410321,WR57X10032 GE Dual Solenoid Water Valve with Guard WV10051,Major Appliances,5,0,0,N,Y,It's all good.,Cold water and colder ice. No leaks!,8/21/15,POSITIVE
1256,US,10584478,R12G4P7507GAE1,B008B7W3SQ,782441041,"Broan Model BPS1FA36 Range Hood Filter - 11-3/4"" X 17-1/4"" X 3/8""",Major Appliances,5,0,0,N,Y,Five Stars,Fits perfect needed a change,8/21/15,POSITIVE
1257,US,50529873,R2AXGS7LM1174U,B00KJ07SEM,313983847,GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,Major Appliances,5,0,0,N,Y,Great filter for a lot less than a GE replacement,"Great filter for a lot less than a GE replacement.  It was easy to install, and the water tastes fine.  I plan to use these filters from now on.",8/21/15,POSITIVE
1258,US,21392333,R1PMVB2FIWD8HO,B00XYVE4B8,665261008,ARKSEN Portable Mini Washing Machine 8 - 9LBS Dorm Camping RV Compact Laundry Washer,Major Appliances,3,0,0,N,Y,Three Stars,perfect for undies and socks,8/21/15,POSITIVE
1259,US,13560534,R36FKD0RA85LD2,B004ZU09QQ,423421857,Danby 0.7 cu.ft. Countertop Microwave,Major Appliances,3,1,2,N,Y,Danby 1.1 cuft microwave good unit,"Unit is lighter than expected. Cooks as expected. Door latch is hard to push, but not hard enough to move unit while opening. Light comes on as unit runs, not as door opens. Buttons are convenient for cooking, but read directions, some difference to set power levels, than other microwaves I have owned. Went with this unit, due to reviews, size and price.",8/21/15,POSITIVE
1260,US,25427577,R1Q4GKG6MJEGM2,B00CQ1O3NG,601997392,Whynter 20 Bottle Thermoelectric Wine Cooler with Black Tinted Mirror Glass Door,Major Appliances,4,6,6,N,Y,Good fridge and great price,"Good fridge and great price.  Only problem, when there is a power outage, the fridge reverts to default setting which is too cold for my reds.  I haven't found a way to change default.  So have to make sure to reset temp during storms.",8/21/15,MIXED
